repository_id;name;url;check_sets;project_id
10000000-0000-0001-0000-000000000000;angel;https://github.com/Angel-ML/angel;{community, code};10000000-0001-0000-0000-000000000000
10000000-0000-0002-0000-000000000000;pyro;https://github.com/pyro-ppl/pyro;{community, code};10000000-0002-0000-0000-000000000000
10000000-0000-0003-0000-000000000000;milvus;https://github.com/milvus-io/milvus;{code};10000000-0003-0000-0000-000000000000
10000000-0000-0004-0000-000000000000;egeria;https://github.com/odpi/egeria;{code};10000000-0004-0000-0000-000000000000
10000000-0000-0005-0000-000000000000;horovod;https://github.com/horovod/horovod;{community, code};10000000-0005-0000-0000-000000000000
10000000-0000-0006-0000-000000000000;onnx;https://github.com/onnx/onnx;{community, code};10000000-0006-0000-0000-000000000000
10000000-0000-0007-0000-000000000000;documentation;https://github.com/acumos/documentation;{community, docs};10000000-0007-0000-0000-000000000000
10000000-0000-0008-0000-000000000000;flyte;https://github.com/flyteorg/flyte;{community, code};10000000-0008-0000-0000-000000000000
10000000-0000-0009-0000-000000000000;adversarial-robustness-toolbox;https://github.com/Trusted-AI/adversarial-robustness-toolbox;{community, code};10000000-0009-0000-0000-000000000000
10000000-0000-0010-0000-000000000000;forestflow;https://github.com/ForestFlow/ForestFlow;{community, code};10000000-0010-0000-0000-000000000000
10000000-0000-0011-0000-000000000000;tony;https://github.com/tony-framework/TonY;{community, code};10000000-0011-0000-0000-000000000000
10000000-0000-0012-0000-000000000000;kompute;https://github.com/KomputeProject/kompute;{community, code};10000000-0012-0000-0000-000000000000
10000000-0000-0013-0000-000000000000;datapractices;https://github.com/datapractices/data-practices-site;{community, docs};10000000-0013-0000-0000-000000000000
10000000-0000-0014-0000-000000000000;opends4all;https://github.com/odpi/OpenDS4All;{community, code};10000000-0014-0000-0000-000000000000
10000000-0000-0015-0000-000000000000;janusgraph;https://github.com/JanusGraph/janusgraph;{community, code};10000000-0015-0000-0000-000000000000
10000000-0000-0016-0000-000000000000;amundsen;https://github.com/amundsen-io/amundsen;{community, code};10000000-0016-0000-0000-000000000000
