repository_id;name;url;kind;project_id
00000000-0000-0001-0000-000000000000;artifact-hub;https://github.com/artifacthub/hub;primary;00000000-0001-0000-0000-000000000000
00000000-0000-0002-0000-000000000000;containerd;https://github.com/containerd/containerd;primary;00000000-0002-0000-0000-000000000000
00000000-0000-0003-0000-000000000000;coredns;https://github.com/coredns/coredns;primary;00000000-0003-0000-0000-000000000000
00000000-0000-0004-0000-000000000000;envoy;https://github.com/envoyproxy/envoy;primary;00000000-0004-0000-0000-000000000000
00000000-0000-0005-0000-000000000000;go-control-panel;https://github.com/envoyproxy/go-control-plane;secondary;00000000-0004-0000-0000-000000000000
00000000-0000-0006-0000-000000000000;etcd;https://github.com/etcd-io/etcd;primary;00000000-0005-0000-0000-000000000000
00000000-0000-0007-0000-000000000000;fluentd;https://github.com/fluent/fluentd;primary;00000000-0006-0000-0000-000000000000
00000000-0000-0008-0000-000000000000;fluent-bit;https://github.com/fluent/fluent-bit;secondary;00000000-0006-0000-0000-000000000000
00000000-0000-0009-0000-000000000000;harbor;https://github.com/goharbor/harbor;primary;00000000-0007-0000-0000-000000000000
00000000-0000-0012-0000-000000000000;helm;https://github.com/helm/helm;primary;00000000-0008-0000-0000-000000000000
00000000-0000-0013-0000-000000000000;jaeger;https://github.com/jaegertracing/jaeger;primary;00000000-0009-0000-0000-000000000000
00000000-0000-0014-0000-000000000000;kubernetes;https://github.com/kubernetes/kubernetes;primary;00000000-0010-0000-0000-000000000000
00000000-0000-0017-0000-000000000000;linkerd2;https://github.com/linkerd/linkerd2;primary;00000000-0011-0000-0000-000000000000
00000000-0000-0018-0000-000000000000;linkerd2-proxy;https://github.com/linkerd/linkerd2-proxy;secondary;00000000-0011-0000-0000-000000000000
00000000-0000-0019-0000-000000000000;opa;https://github.com/open-policy-agent/opa;primary;00000000-0012-0000-0000-000000000000
00000000-0000-0020-0000-000000000000;conftest;https://github.com/open-policy-agent/conftest;secondary;00000000-0012-0000-0000-000000000000
00000000-0000-0021-0000-000000000000;gatekeeper;https://github.com/open-policy-agent/gatekeeper;secondary;00000000-0012-0000-0000-000000000000
00000000-0000-0023-0000-000000000000;prometheus;https://github.com/prometheus/prometheus;primary;00000000-0013-0000-0000-000000000000
00000000-0000-0024-0000-000000000000;node_exporter;https://github.com/prometheus/node_exporter;secondary;00000000-0013-0000-0000-000000000000
00000000-0000-0025-0000-000000000000;alertmanager;https://github.com/prometheus/alertmanager;secondary;00000000-0013-0000-0000-000000000000
00000000-0000-0026-0000-000000000000;rook;https://github.com/rook/rook;primary;00000000-0014-0000-0000-000000000000
00000000-0000-0027-0000-000000000000;tuf;https://github.com/theupdateframework/specification;secondary;00000000-0015-0000-0000-000000000000
00000000-0000-0028-0000-000000000000;python-tuf;https://github.com/theupdateframework/python-tuf;primary;00000000-0015-0000-0000-000000000000
00000000-0000-0029-0000-000000000000;tikv;https://github.com/tikv/tikv;primary;00000000-0016-0000-0000-000000000000
00000000-0000-0030-0000-000000000000;pd;https://github.com/tikv/pd;secondary;00000000-0016-0000-0000-000000000000
00000000-0000-0031-0000-000000000000;raft-rs;https://github.com/tikv/raft-rs;secondary;00000000-0016-0000-0000-000000000000
00000000-0000-0032-0000-000000000000;grpc-rs;https://github.com/tikv/grpc-rs;secondary;00000000-0016-0000-0000-000000000000
00000000-0000-0033-0000-000000000000;vitess;https://github.com/vitessio/vitess;primary;00000000-0017-0000-0000-000000000000
00000000-0000-0034-0000-000000000000;argo-workflows;https://github.com/argoproj/argo-workflows;primary;00000000-0018-0000-0000-000000000000
00000000-0000-0036-0000-000000000000;argo-cd;https://github.com/argoproj/argo-cd;secondary;00000000-0018-0000-0000-000000000000
00000000-0000-0037-0000-000000000000;pack;https://github.com/buildpacks/pack;primary;00000000-0019-0000-0000-000000000000
00000000-0000-0038-0000-000000000000;cilium;https://github.com/cilium/cilium;primary;00000000-0020-0000-0000-000000000000
00000000-0000-0039-0000-000000000000;hubble;https://github.com/cilium/hubble;secondary;00000000-0020-0000-0000-000000000000
00000000-0000-0040-0000-000000000000;ebpf;https://github.com/cilium/ebpf;secondary;00000000-0020-0000-0000-000000000000
00000000-0000-0041-0000-000000000000;spec;https://github.com/cloudevents/spec;primary;00000000-0021-0000-0000-000000000000
00000000-0000-0042-0000-000000000000;cni;https://github.com/containernetworking/cni;primary;00000000-0022-0000-0000-000000000000
00000000-0000-0043-0000-000000000000;contour;https://github.com/projectcontour/contour;primary;00000000-0023-0000-0000-000000000000
00000000-0000-0044-0000-000000000000;cortex;https://github.com/cortexproject/cortex;primary;00000000-0024-0000-0000-000000000000
00000000-0000-0046-0000-000000000000;cri-o;https://github.com/cri-o/cri-o;primary;00000000-0025-0000-0000-000000000000
00000000-0000-0047-0000-000000000000;crossplane;https://github.com/crossplane/crossplane;primary;00000000-0026-0000-0000-000000000000
00000000-0000-0048-0000-000000000000;dapr;https://github.com/dapr/dapr;primary;00000000-0027-0000-0000-000000000000
00000000-0000-0049-0000-000000000000;dragonfly2;https://github.com/dragonflyoss/Dragonfly2;primary;00000000-0028-0000-0000-000000000000
00000000-0000-0050-0000-000000000000;emissary;https://github.com/emissary-ingress/emissary;primary;00000000-0029-0000-0000-000000000000
00000000-0000-0051-0000-000000000000;falco;https://github.com/falcosecurity/falco;primary;00000000-0030-0000-0000-000000000000
00000000-0000-0052-0000-000000000000;falcosidekick;https://github.com/falcosecurity/falcosidekick;secondary;00000000-0030-0000-0000-000000000000
00000000-0000-0053-0000-000000000000;flagger;https://github.com/fluxcd/flagger;primary;00000000-0062-0000-0000-000000000000
00000000-0000-0054-0000-000000000000;flux;https://github.com/fluxcd/flux;primary;00000000-0031-0000-0000-000000000000
00000000-0000-0055-0000-000000000000;flux2;https://github.com/fluxcd/flux2;secondary;00000000-0031-0000-0000-000000000000
00000000-0000-0056-0000-000000000000;grpc;https://github.com/grpc/grpc;primary;00000000-0032-0000-0000-000000000000
00000000-0000-0057-0000-000000000000;grpc-node;https://github.com/grpc/grpc-node;secondary;00000000-0032-0000-0000-000000000000
00000000-0000-0058-0000-000000000000;grpc-go;https://github.com/grpc/grpc-go;secondary;00000000-0032-0000-0000-000000000000
00000000-0000-0059-0000-000000000000;grpc-java;https://github.com/grpc/grpc-java;secondary;00000000-0032-0000-0000-000000000000
00000000-0000-0060-0000-000000000000;grpc-web;https://github.com/grpc/grpc-web;secondary;00000000-0032-0000-0000-000000000000
00000000-0000-0061-0000-000000000000;keda;https://github.com/kedacore/keda;primary;00000000-0033-0000-0000-000000000000
00000000-0000-0062-0000-000000000000;kubeedge;https://github.com/kubeedge/kubeedge;primary;00000000-0034-0000-0000-000000000000
00000000-0000-0063-0000-000000000000;sedna;https://github.com/kubeedge/sedna;secondary;00000000-0034-0000-0000-000000000000
00000000-0000-0064-0000-000000000000;edgemesh;https://github.com/kubeedge/edgemesh;secondary;00000000-0034-0000-0000-000000000000
00000000-0000-0065-0000-000000000000;litmus;https://github.com/litmuschaos/litmus;primary;00000000-0035-0000-0000-000000000000
00000000-0000-0066-0000-000000000000;longhorn;https://github.com/longhorn/longhorn;primary;00000000-0036-0000-0000-000000000000
00000000-0000-0067-0000-000000000000;nats-server;https://github.com/nats-io/nats-server;primary;00000000-0037-0000-0000-000000000000
00000000-0000-0068-0000-000000000000;nats.go;https://github.com/nats-io/nats.go;secondary;00000000-0037-0000-0000-000000000000
00000000-0000-0069-0000-000000000000;nats.js;https://github.com/nats-io/nats.js;secondary;00000000-0037-0000-0000-000000000000
00000000-0000-0070-0000-000000000000;nats.py;https://github.com/nats-io/nats.py;secondary;00000000-0037-0000-0000-000000000000
00000000-0000-0071-0000-000000000000;nats.rs;https://github.com/nats-io/nats.rs;secondary;00000000-0037-0000-0000-000000000000
00000000-0000-0072-0000-000000000000;notary;https://github.com/notaryproject/notary;primary;00000000-0038-0000-0000-000000000000
00000000-0000-0073-0000-000000000000;notation;https://github.com/notaryproject/notation;secondary;00000000-0038-0000-0000-000000000000
00000000-0000-0074-0000-000000000000;opentelemetry-specification;https://github.com/open-telemetry/opentelemetry-specification;secondary;00000000-0039-0000-0000-000000000000
00000000-0000-0075-0000-000000000000;operator-sdk;https://github.com/operator-framework/operator-sdk;primary;00000000-0040-0000-0000-000000000000
00000000-0000-0076-0000-000000000000;operator-lifecycle-manager;https://github.com/operator-framework/operator-lifecycle-manager;secondary;00000000-0040-0000-0000-000000000000
00000000-0000-0077-0000-000000000000;spiffe;https://github.com/spiffe/spiffe;primary;00000000-0041-0000-0000-000000000000
00000000-0000-0078-0000-000000000000;spire;https://github.com/spiffe/spire;secondary;00000000-0041-0000-0000-000000000000
00000000-0000-0079-0000-000000000000;thanos;https://github.com/thanos-io/thanos;primary;00000000-0042-0000-0000-000000000000
00000000-0000-0080-0000-000000000000;akri;https://github.com/project-akri/akri;primary;00000000-0043-0000-0000-000000000000
00000000-0000-0081-0000-000000000000;antrea;https://github.com/antrea-io/antrea;primary;00000000-0044-0000-0000-000000000000
00000000-0000-0082-0000-000000000000;athenz;https://github.com/AthenZ/athenz;primary;00000000-0045-0000-0000-000000000000
00000000-0000-0083-0000-000000000000;backstage;https://github.com/backstage/backstage;primary;00000000-0046-0000-0000-000000000000
00000000-0000-0084-0000-000000000000;bfe;https://github.com/bfenetworks/bfe;primary;00000000-0047-0000-0000-000000000000
00000000-0000-0086-0000-000000000000;brigade;https://github.com/brigadecore/brigade;primary;00000000-0048-0000-0000-000000000000
00000000-0000-0088-0000-000000000000;cdk8s;https://github.com/cdk8s-team/cdk8s;primary;00000000-0049-0000-0000-000000000000
00000000-0000-0089-0000-000000000000;cdk8s-plus;https://github.com/cdk8s-team/cdk8s-plus;secondary;00000000-0049-0000-0000-000000000000
00000000-0000-0090-0000-000000000000;cert-manager;https://github.com/jetstack/cert-manager;primary;00000000-0050-0000-0000-000000000000
00000000-0000-0091-0000-000000000000;chaos-mesh;https://github.com/chaos-mesh/chaos-mesh;primary;00000000-0051-0000-0000-000000000000
00000000-0000-0092-0000-000000000000;chaosblade;https://github.com/chaosblade-io/chaosblade;primary;00000000-0052-0000-0000-000000000000
00000000-0000-0093-0000-000000000000;chubaofs;https://github.com/chubaofs/chubaofs;primary;00000000-0053-0000-0000-000000000000
00000000-0000-0094-0000-000000000000;cloud-custodian;https://github.com/cloud-custodian/cloud-custodian;primary;00000000-0054-0000-0000-000000000000
00000000-0000-0095-0000-000000000000;cni-genie;https://github.com/cni-genie/CNI-Genie;primary;00000000-0055-0000-0000-000000000000
00000000-0000-0096-0000-000000000000;curiefense;https://github.com/curiefense/curiefense;primary;00000000-0056-0000-0000-000000000000
00000000-0000-0097-0000-000000000000;dex;https://github.com/dexidp/dex;primary;00000000-0057-0000-0000-000000000000
